"species","age","mapcode"
"fagugran","89","3026"
"acersacc","117","3027"
"acersacc","107","3028"
"fagugran","117","3028"
"acersacc","123","3029"
"betualle","121","3029"
"fagugran","105","3029"
"acersacc","110","3030"
"fagugran","116","3030"
"fraxamer","113","3030"
"acersacc","86","3031"
"fraxamer","83","3031"
"abiebals","87","3032"
"acersacc","79","3032"
"betualle","71","3032"
"acerrubr","107","3033"
"fraxamer","107","3033"
"acersacc","83","3034"
"betualle","103","3034"
"betualle","126","3035"
"fagugran","116","3035"
"picerube","124","3035"
"acersacc","113","3036"
"fraxamer","97","3036"
"acersacc","89","3037"
"acerrubr","84","3038"
"acersacc","90","3038"
"fagugran","88","3038"
"fraxamer","83","3038"
"tsugcana","83","3038"
"acerrubr","106","3039"
"acersacc","100","3039"
"acersacc","129","3040"
"acersacc","118","3041"
"fagugran","122","3041"
"betualle","84","3042"
"fagugran","77","3042"
"acersacc","123","3043"
"betualle","122","3043"
"fagugran","79","3043"
"abiebals","139","3044"
"betualle","128","3044"
"picerube","120","3044"
"acersacc","97","3045"
"acersacc","104","3046"
"betualle","76","3046"
"acerrubr","100","3047"
"fagugran","86","3047"
"picerube","105","3047"
"tsugcana","105","3047"
"acersacc","124","3048"
"betualle","122","3048"
"fagugran","109","3048"
"acersacc","93","3049"
"betualle","89","3049"
"fagugran","83","3049"
"fraxamer","78","3049"
"acersacc","116","3050"
"betualle","116","3050"
"fagugran","109","3051"
"acersacc","130","3052"
"fraxamer","130","3052"
"acersacc","118","3053"
"acerpens","57","3054"
"acersacc","57","3054"
"tsugcana","62","3054"
"betualle","102","3055"
"betupapy","95","3055"
"picerube","101","3055"
"acersacc","120","3056"
"betualle","116","3056"
"fagugran","97","3056"
"acersacc","93","3057"
"betualle","88","3057"
"fagugran","106","3057"
"acerrubr","123","3058"
"betualle","92","3058"
"picerube","93","3058"
"acersacc","119","3059"
"betualle","88","3059"
"fagugran","107","3059"
"acersacc","120","3060"
"betualle","112","3060"
"acersacc","93","3061"
"betualle","86","3061"
"fagugran","83","3061"
"acersacc","108","3062"
"betualle","108","3062"
"acerrubr","113","3063"
"betualle","103","3063"
"betualle","114","3064"
"fagugran","105","3064"
"acersacc","84","3065"
"betualle","82","3065"
"fagugran","109","3065"
"acersacc","134","3066"
"fagugran","128","3066"
"acerrubr","79","3067"
"acersacc","59","3067"
"acersacc","120","3068"
"fagugran","123","3068"
"acersacc","79","3069"
"fagugran","71","3069"
"acersacc","87","3070"
"picerube","57","3070"
"acerrubr","96","3071"
"betualle","95","3071"
"fagugran","113","3071"
"acersacc","66","3072"
"fagugran","65","3072"
"tsugcana","63","3072"
"acersacc","82","3073"
"fagugran","67","3073"
"acersacc","113","3074"
"abiebals","103","3075"
"acersacc","71","3075"
"fagugran","63","3075"
"picerube","46","3075"
"acerrubr","82","3076"
"acersacc","64","3076"
"betualle","88","3076"
"acerpens","54","3077"
"acersacc","49","3077"
"betualle","40","3077"
"fagugran","53","3077"
"acersacc","109","3078"
"fagugran","104","3078"
"acerrubr","70","3079"
"betualle","91","3079"
"acersacc","108","3080"
"fagugran","70","3080"
"acerrubr","91","3081"
"betualle","104","3081"
"fagugran","102","3081"
"fraxamer","96","3081"
"acersacc","114","3082"
"betualle","107","3082"
"fagugran","104","3082"
"acersacc","58","3083"
"betualle","95","3083"
"acerrubr","51","3084"
"acersacc","98","3084"
"betualle","95","3084"
"fagugran","73","3084"
"acersacc","129","3085"
"betualle","111","3085"
"fagugran","113","3085"
"acersacc","121","3086"
"fagugran","109","3086"
"acersacc","108","3087"
"betualle","106","3087"
"fagugran","106","3087"
"acersacc","104","3088"
"betualle","112","3088"
"acerrubr","118","3089"
"betualle","118","3089"
"acersacc","114","3090"
"fagugran","114","3090"
"acersacc","98","3091"
"betualle","86","3091"
"fagugran","86","3091"
"acersacc","108","3092"
"betualle","91","3092"
"fagugran","55","3092"
"tsugcana","114","3092"
"acersacc","79","3093"
"acersacc","99","3094"
"betualle","89","3094"
"acersacc","127","3095"
"betualle","115","3095"
"fagugran","96","3095"
"betualle","127","3096"
"acersacc","92","3097"
"fagugran","92","3097"
"acersacc","114","3098"
"betualle","73","3098"
"fagugran","107","3098"
"acersacc","94","3099"
"betualle","103","3099"
"fagugran","113","3099"
"acersacc","52","3100"
"betualle","74","3100"
"acersacc","124","3101"
"acersacc","93","3102"
"betualle","96","3102"
"picerube","75","3102"
"acerrubr","93","3103"
"picerube","135","3103"
"betualle","92","3104"
"fagugran","98","3104"
"acersacc","106","3105"
"fagugran","105","3105"
"acersacc","103","3106"
"fagugran","69","3106"
"acersacc","120","3107"
"fraxamer","118","3107"
"acersacc","109","3108"
"betualle","116","3108"
"acersacc","103","3109"
"fagugran","101","3109"
"acerrubr","96","3110"
"betualle","95","3110"
"acersacc","116","3111"
"betualle","106","3111"
"fagugran","87","3111"
"acersacc","78","3112"
"betualle","74","3112"
"fagugran","88","3112"
"abiebals","93","3113"
"acerrubr","76","3113"
"fagugran","58","3113"
"abiebals","133","3114"
"acerrubr","104","3114"
"acersacc","89","3114"
"betupapy","73","3114"
"acerrubr","75","3115"
"acersacc","70","3115"
"betualle","45","3115"
"fagugran","86","3115"
"prunpens","30","3115"
"acersacc","128","3116"
"betualle","123","3116"
"fraxamer","123","3116"
"betualle","111","3117"
"fagugran","108","3117"
"acersacc","96","3118"
"acersacc","94","3119"
"betualle","91","3119"
"fagugran","90","3119"
"betualle","131","3120"
"fagugran","133","3120"
"fraxamer","135","3120"
"acerrubr","111","3121"
"betualle","108","3121"
"fagugran","99","3121"
"acersacc","103","3122"
"betualle","72","3122"
"fagugran","82","3122"
"acersacc","68","3123"
"betualle","51","3123"
"fagugran","71","3123"
"acersacc","99","3124"
"betualle","97","3124"
"fagugran","97","3124"
"abiebals","79","3125"
"acerrubr","109","3125"
"tsugcana","74","3125"
"acersacc","94","3127"
"fagugran","91","3127"
"acersacc","116","3128"
"acerrubr","107","3129"
"acersacc","105","3129"
"abiebals","90","3130"
"acerrubr","85","3130"
"tsugcana","83","3130"
"acersacc","91","3131"
"acersacc","111","3132"
"betualle","65","3132"
"fagugran","76","3132"
"picerube","57","3132"
"acersacc","102","3133"
"betualle","118","3133"
"fagugran","92","3133"
"acersacc","106","3134"
"fagugran","70","3134"
"fraxamer","71","3134"
"acerrubr","109","3135"
"pinustro","96","3135"
"picerube","104","3136"
"tsugcana","115","3136"
"fagugran","85","3137"
"acersacc","104","3138"
"betualle","104","3138"
"acersacc","129","3139"
"betualle","128","3139"
"acersacc","109","3140"
"betualle","101","3140"
"acersacc","94","3141"
"acerpens","64","3142"
"acerrubr","53","3142"
"acersacc","77","3142"
"fagugran","91","3142"
"acersacc","129","3143"
"fagugran","126","3143"
"fraxamer","126","3143"
"acerrubr","88","3144"
"acersacc","96","3144"
"betualle","92","3144"
"fagugran","99","3144"
"acersacc","104","3145"
"betualle","102","3145"
"fagugran","102","3145"
"fraxamer","83","3145"
"acersacc","88","3146"
"betualle","88","3146"
"fagugran","87","3146"
"acersacc","90","3147"
"acersacc","81","3148"
"betualle","68","3148"
"fagugran","68","3148"
"abiebals","111","3149"
"betualle","79","3149"
"picerube","72","3149"
"acersacc","115","3150"
"betualle","96","3150"
"acersacc","124","3151"
"fagugran","110","3151"
"acerrubr","73","3152"
"acersacc","69","3152"
"betualle","54","3152"
"fagugran","74","3152"
"acersacc","99","3153"
"fagugran","98","3153"
"acersacc","113","3154"
"fagugran","102","3154"
"betualle","106","3155"
"fagugran","120","3155"
"abiebals","108","3156"
"betualle","109","3156"
"picerube","114","3156"
"acersacc","80","3157"
"fagugran","79","3157"
"acersacc","119","3158"
"acerrubr","60","3159"
"acersacc","56","3159"
"betualle","77","3159"
"fagugran","60","3159"
"picerube","56","3159"
"acersacc","119","3160"
"betualle","104","3160"
"fagugran","112","3160"
"acerpens","95","3161"
"acersacc","103","3161"
"fagugran","103","3161"
"abiebals","121","3162"
"acerrubr","115","3162"
"betualle","115","3162"
"picerube","112","3162"
"acersacc","80","3163"
"betualle","79","3163"
"fagugran","86","3163"
"acersacc","87","3164"
"acersacc","112","3165"
"betualle","119","3165"
"acersacc","99","3166"
"betualle","83","3166"
"acersacc","117","3167"
"betualle","98","3167"
"fagugran","115","3167"
"acersacc","89","3168"
"betualle","80","3168"
"fagugran","84","3168"
"abiebals","121","3169"
"acerrubr","104","3169"
"betualle","75","3169"
"acersacc","115","3171"
"betualle","114","3171"
"betualle","108","3172"
"picerube","101","3172"
"acersacc","104","3173"
"betualle","95","3173"
"fagugran","106","3173"
"betualle","113","3174"
"fagugran","91","3174"
"acersacc","111","3175"
"betualle","109","3175"
"fagugran","114","3175"
"acerrubr","84","3176"
"prunsero","84","3176"
"abiebals","90","3177"
"acerrubr","89","3177"
"betualle","106","3177"
"acersacc","112","3178"
"betualle","113","3178"
"fagugran","105","3178"
"picerube","72","3178"
"acersacc","89","3179"
"fagugran","73","3179"
"betualle","74","3180"
"fagugran","107","3180"
"acersacc","71","3181"
"betualle","87","3181"
"betupapy","67","3181"
"fagugran","37","3181"
"acerrubr","114","3182"
"betualle","105","3182"
"fagugran","90","3182"
"acerrubr","84","3183"
"betualle","90","3183"
"picerube","73","3183"
"tsugcana","119","3183"
"acersacc","108","3184"
"betualle","107","3184"
"picerube","83","3184"
"acerrubr","68","3185"
"acersacc","67","3185"
"fagugran","116","3185"
"fagugran","82","3186"
"acersacc","130","3187"
"betualle","112","3187"
"fagugran","86","3187"
"acerrubr","121","3188"
"betualle","87","3188"
"fagugran","116","3188"
"acersacc","121","3189"
"fagugran","121","3189"
"acersacc","98","3190"
"betualle","82","3190"
"fagugran","109","3190"
"acerrubr","73","3191"
"picerube","82","3191"
"acersacc","97","3192"
"fagugran","103","3192"
"acersacc","113","3193"
"acersacc","122","3194"
"acersacc","127","3195"
"betualle","126","3195"
"acersacc","109","3196"
"betualle","109","3196"
"fagugran","92","3196"
"acersacc","106","3197"
"betualle","91","3197"
"fagugran","102","3197"
"acersacc","120","3198"
"fraxamer","111","3198"
"acersacc","125","3199"
"betualle","115","3199"
"fagugran","113","3199"
"prunpens","30","3199"
"acerrubr","117","3200"
"acersacc","124","3200"
"betualle","117","3200"
"fagugran","110","3200"
"acersacc","124","3201"
"acerrubr","81","3202"
"acersacc","53","3202"
"betualle","118","3202"
"picerube","110","3202"
"acersacc","104","3203"
"betualle","89","3203"
"betualle","113","3204"
"fagugran","109","3204"
"betualle","102","3205"
"betupapy","87","3205"
"fagugran","108","3205"
"acersacc","122","3206"
"acersacc","128","3207"
"fagugran","103","3207"
"acersacc","107","3208"
"fagugran","111","3208"
"acerrubr","110","3209"
"acersacc","104","3209"
"betupapy","75","3209"
"fagugran","51","3209"
"acerpens","95","3210"
"betualle","129","3210"
"acersacc","70","3211"
"fagugran","69","3211"
"acersacc","102","3212"
"betualle","118","3213"
"acersacc","98","3214"
"fagugran","94","3214"
"acersacc","80","3215"
"fagugran","75","3215"
"acersacc","107","3216"
"acersacc","128","3217"
"fagugran","94","3217"
"fraxamer","114","3217"
"acersacc","107","3218"
"fagugran","108","3218"
"betualle","104","3219"
"fagugran","107","3219"
"acersacc","124","3220"
"betualle","117","3220"
"acerrubr","89","3221"
"acersacc","115","3221"
"betualle","112","3221"
"fagugran","47","3221"
"acersacc","131","3222"
"acersacc","119","3223"
"betualle","101","3223"
"fagugran","101","3223"
"betualle","116","3224"
"fagugran","103","3224"
"prunsero","96","3224"
"acersacc","118","3225"
"betualle","96","3225"
"betualle","95","3226"
"betupapy","88","3226"
"prunsero","92","3226"
"acersacc","101","3227"
"betualle","101","3227"
"picerube","92","3227"
"abiebals","77","3228"
"betualle","70","3228"
"betualle","87","3229"
"abiebals","123","3230"
"betualle","104","3230"
"abiebals","108","3231"
"betualle","124","3231"
"abiebals","111","3232"
"betualle","112","3232"
"fagugran","107","3232"
"abiebals","72","3233"
"betualle","120","3233"
"abiebals","109","3234"
"betualle","130","3234"
"picerube","67","3234"
"abiebals","123","3235"
"betualle","114","3235"
"abiebals","114","3236"
"betualle","119","3236"
"betupapy","95","3236"
"abiebals","110","3237"
"betualle","113","3237"
"betupapy","95","3237"
"abiebals","100","3238"
"betualle","116","3238"
"acersacc","96","3239"
"betupapy","95","3239"
"fraxamer","66","3239"
"picerube","117","3239"
"acerrubr","67","3240"
"picerube","94","3240"
"prunsero","65","3240"
"acerrubr","121","3241"
"picerube","127","3241"
"acerrubr","88","3242"
"acersacc","96","3242"
"picerube","108","3242"
"prunsero","65","3242"
"acerrubr","104","3243"
"picerube","103","3243"
"acerrubr","115","3244"
"betupapy","58","3244"
"picerube","48","3244"
"pinustro","48","3244"
"poputrem","95","3244"
"acersacc","124","3245"
"acerrubr","113","3246"
"acersacc","112","3246"
"pinustro","112","3246"
"acerrubr","113","3247"
"picerube","95","3247"
"betupapy","95","3252"
"fagugran","114","3252"
"tsugcana","104","3252"
"acerrubr","100","3254"
"acersacc","102","3254"
"prunsero","92","3254"
"acerpens","47","3255"
"acersacc","59","3255"
"fraxamer","52","3255"
"poputrem","64","3255"
"prunpens","30","3255"
"betupapy","85","3256"
"acersacc","107","3257"
"fraxamer","85","3257"
"picerube","96","3257"
"acersacc","112","3258"
"picerube","128","3258"
"acerrubr","97","3259"
"betualle","82","3259"
"betupapy","87","3259"
"fraxamer","74","3259"
"acersacc","93","3261"
"fagugran","86","3261"
"acersacc","116","3262"
"betupapy","95","3262"
"fagugran","115","3262"
"acersacc","96","3264"
"fagugran","98","3264"
"prunsero","73","3264"
"acerrubr","79","3266"
"acersacc","81","3266"
"betualle","77","3266"
"betupapy","70","3266"
"fagugran","70","3266"
"picerube","70","3266"
"acersacc","90","3267"
"fagugran","87","3267"
"acersacc","89","3268"
"betupapy","87","3268"
"betualle","73","3269"
"fagugran","46","3269"
"acerpens","67","3272"
"fagugran","68","3272"
"acersacc","82","3273"
"betualle","71","3273"
"fagugran","112","3273"
"acersacc","112","3274"
"betualle","108","3274"
"fagugran","81","3274"
"acersacc","42","3276"
"betualle","51","3276"
"fagugran","83","3276"
"acersacc","104","3278"
"betualle","102","3278"
"fagugran","121","3278"
"acersacc","96","3282"
"betualle","93","3282"
"fagugran","90","3282"
"acersacc","78","3283"
"betualle","106","3283"
"fagugran","95","3283"
"acersacc","62","3284"
"betualle","60","3284"
"fagugran","61","3284"
"betualle","105","3286"
"fagugran","80","3286"
"acersacc","104","3288"
"betualle","89","3288"
"fagugran","91","3288"
"betualle","81","3289"
"fagugran","86","3289"
"acerpens","89","3290"
"acerrubr","86","3290"
"betualle","117","3290"
"fagugran","54","3290"
"picerube","54","3290"
"betualle","99","3292"
"fagugran","92","3292"
"picerube","92","3292"
"abiebals","60","3294"
"acerrubr","56","3294"
"acersacc","61","3294"
"betupapy","63","3294"
"picerube","56","3294"
"acersacc","112","3295"
"fagugran","104","3295"
"acersacc","64","3296"
"betualle","63","3296"
"fagugran","64","3296"
"picerube","47","3296"
"acersacc","114","3298"
"betualle","83","3298"
"fagugran","105","3298"
"acerrubr","115","3299"
"betualle","115","3299"
"picerube","121","3299"
"acerpens","58","3300"
"acersacc","89","3300"
"fagugran","43","3300"
"acerrubr","93","3303"
"fagugran","95","3303"
"picerube","85","3303"
"acersacc","119","3304"
"betualle","118","3304"
"picerube","117","3304"
"acersacc","61","3305"
"fagugran","60","3305"
"acersacc","77","3307"
"betualle","96","3307"
"acersacc","108","3308"
"betualle","105","3308"
"fagugran","70","3308"
"acersacc","76","3309"
"betualle","80","3309"
"picerube","72","3309"
"acersacc","123","3311"
"picerube","103","3311"
"betualle","106","3312"
"picerube","123","3312"
"acersacc","64","3313"
"betupapy","66","3313"
"acersacc","123","3314"
"betupapy","95","3314"
"acersacc","46","3315"
"betupapy","53","3315"
"acersacc","107","3316"
"betualle","94","3316"
"acersacc","58","3318"
"betualle","57","3318"
"betupapy","56","3318"
"picerube","42","3318"
"acersacc","77","3320"
"betualle","68","3320"
"acersacc","107","3321"
"betupapy","97","3321"
"picerube","106","3321"
"betualle","54","3322"
"betupapy","54","3322"
"acersacc","93","3323"
"betualle","113","3323"
"fagugran","114","3323"
"picerube","105","3323"
"picerube","105","3325"
"acersacc","95","3326"
"betupapy","73","3326"
"picerube","41","3326"
"acerrubr","95","3327"
"betualle","81","3327"
"betupapy","72","3327"
"fagugran","95","3327"
"acersacc","116","3328"
"betualle","77","3328"
"fagugran","70","3328"
"betualle","119","3329"
"betupapy","88","3329"
"fagugran","83","3329"
"picerube","59","3329"
"betupapy","75","3330"
"picerube","85","3330"
"acersacc","94","3331"
"betualle","63","3331"
"fagugran","100","3331"
"fraxamer","81","3331"
"picerube","140","3332"
"tsugcana","140","3332"
"acersacc","85","3333"
"betupapy","78","3333"
"fagugran","77","3333"
"acersacc","91","3334"
"acersacc","91","3335"
"betupapy","82","3335"
"poputrem","74","3335"
"acersacc","124","3336"
"prunsero","118","3336"
"abiebals","119","3337"
"betualle","71","3338"
"betupapy","61","3338"
"fagugran","75","3338"
"betupapy","29","3339"
"prunpens","30","3339"
"acersacc","115","3340"
"betualle","100","3340"
"fagugran","117","3340"
"acersacc","108","3341"
"betualle","94","3341"
"betupapy","58","3341"
"acersacc","99","3342"
"acersacc","109","3343"
"acersacc","90","3345"
"fagugran","81","3345"
"prunpens","30","3345"
"betupapy","24","3346"
"prunpens","25","3346"
"acerrubr","72","3347"
"betualle","56","3347"
"betupapy","50","3347"
"betupapy","61","3348"
"prunpens","30","3348"
"betupapy","30","3349"
"prunpens","30","3349"
"picerube","101","3350"
