"species","age","mapcode"
"picerube","31","8401"
"abiebals","31","8402"
"acerrubr","31","8403"
"betualle","31","8404"
"tsugcana","31","8405"
"acersacc","31","8406"
"pinustro","31","8407"
"picerube","32","8408"
"abiebals","32","8409"
"acerrubr","32","8410"
"betualle","32","8411"
"tsugcana","32","8412"
"acersacc","32","8413"
"pinustro","32","8414"
"picerube","33","8415"
"abiebals","33","8416"
"acerrubr","33","8417"
"betualle","33","8418"
"tsugcana","33","8419"
"acersacc","33","8420"
"pinustro","33","8421"
"picerube","34","8422"
"abiebals","34","8423"
"acerrubr","34","8424"
"betualle","34","8425"
"tsugcana","34","8426"
"acersacc","34","8427"
"pinustro","34","8428"
"acerrubr","1","8429"
"tsugcana","1","8430"
"betualle","1","8431"
"pinustro","1","8432"
"acersacc","1","8433"
"picerube","1","8434"
"fagugran","1","8435"
"fraxamer","1","8436"
"acerrubr","2","8437"
"tsugcana","2","8438"
"betualle","2","8439"
"pinustro","2","8440"
"acersacc","2","8441"
"picerube","2","8442"
"fagugran","2","8443"
"fraxamer","2","8444"
"acerrubr","3","8445"
"tsugcana","3","8446"
"betualle","3","8447"
"pinustro","3","8448"
"acersacc","3","8449"
"picerube","3","8450"
"fagugran","3","8451"
"fraxamer","3","8452"
"acerrubr","4","8453"
"tsugcana","4","8454"
"betualle","4","8455"
"pinustro","4","8456"
"acersacc","4","8457"
"picerube","4","8458"
"fagugran","4","8459"
"fraxamer","4","8460"
"acerrubr","5","8461"
"tsugcana","5","8462"
"betualle","5","8463"
"pinustro","5","8464"
"acersacc","5","8465"
"picerube","5","8466"
"fagugran","5","8467"
"fraxamer","5","8468"
"acerrubr","6","8469"
"tsugcana","6","8470"
"betualle","6","8471"
"pinustro","6","8472"
"acersacc","6","8473"
"picerube","6","8474"
"fagugran","6","8475"
"fraxamer","6","8476"
"acerrubr","7","8477"
"tsugcana","7","8478"
"betualle","7","8479"
"pinustro","7","8480"
"acersacc","7","8481"
"picerube","7","8482"
"fagugran","7","8483"
"fraxamer","7","8484"
"acerrubr","8","8485"
"tsugcana","8","8486"
"betualle","8","8487"
"pinustro","8","8488"
"acersacc","8","8489"
"picerube","8","8490"
"fagugran","8","8491"
"fraxamer","8","8492"
"acerrubr","9","8493"
"tsugcana","9","8494"
"betualle","9","8495"
"pinustro","9","8496"
"acersacc","9","8497"
"picerube","9","8498"
"fagugran","9","8499"
"fraxamer","9","8500"
"acerrubr","10","8501"
"tsugcana","10","8502"
"betualle","10","8503"
"pinustro","10","8504"
"acersacc","10","8505"
"picerube","10","8506"
"fagugran","10","8507"
"fraxamer","10","8508"
"acerrubr","11","8509"
"tsugcana","11","8510"
"betualle","11","8511"
"pinustro","11","8512"
"acersacc","11","8513"
"picerube","11","8514"
"fagugran","11","8515"
"fraxamer","11","8516"
"acerrubr","12","8517"
"tsugcana","12","8518"
"betualle","12","8519"
"pinustro","12","8520"
"acersacc","12","8521"
"picerube","12","8522"
"fagugran","12","8523"
"fraxamer","12","8524"
"acerrubr","13","8525"
"tsugcana","13","8526"
"betualle","13","8527"
"pinustro","13","8528"
"acersacc","13","8529"
"picerube","13","8530"
"fagugran","13","8531"
"fraxamer","13","8532"
"acerrubr","14","8533"
"tsugcana","14","8534"
"betualle","14","8535"
"pinustro","14","8536"
"acersacc","14","8537"
"picerube","14","8538"
"fagugran","14","8539"
"fraxamer","14","8540"
"acerrubr","15","8541"
"tsugcana","15","8542"
"betualle","15","8543"
"pinustro","15","8544"
"acersacc","15","8545"
"picerube","15","8546"
"fagugran","15","8547"
"fraxamer","15","8548"
"acerrubr","16","8549"
"tsugcana","16","8550"
"betualle","16","8551"
"pinustro","16","8552"
"acersacc","16","8553"
"picerube","16","8554"
"fagugran","16","8555"
"fraxamer","16","8556"
"acerrubr","17","8557"
"tsugcana","17","8558"
"betualle","17","8559"
"pinustro","17","8560"
"acersacc","17","8561"
"picerube","17","8562"
"fagugran","17","8563"
"fraxamer","17","8564"
"acerrubr","18","8565"
"tsugcana","18","8566"
"betualle","18","8567"
"pinustro","18","8568"
"acersacc","18","8569"
"picerube","18","8570"
"fagugran","18","8571"
"fraxamer","18","8572"
"acerrubr","19","8573"
"tsugcana","19","8574"
"betualle","19","8575"
"pinustro","19","8576"
"acersacc","19","8577"
"picerube","19","8578"
"fagugran","19","8579"
"fraxamer","19","8580"
"acerrubr","20","8581"
"tsugcana","20","8582"
"betualle","20","8583"
"pinustro","20","8584"
"acersacc","20","8585"
"picerube","20","8586"
"fagugran","20","8587"
"fraxamer","20","8588"
"acerrubr","21","8589"
"tsugcana","21","8590"
"betualle","21","8591"
"pinustro","21","8592"
"acersacc","21","8593"
"picerube","21","8594"
"fagugran","21","8595"
"fraxamer","21","8596"
"acerrubr","22","8597"
"tsugcana","22","8598"
"betualle","22","8599"
"pinustro","22","8600"
"acersacc","22","8601"
"picerube","22","8602"
"fagugran","22","8603"
"fraxamer","22","8604"
"acerrubr","23","8605"
"tsugcana","23","8606"
"betualle","23","8607"
"pinustro","23","8608"
"acersacc","23","8609"
"picerube","23","8610"
"fagugran","23","8611"
"fraxamer","23","8612"
"acerrubr","24","8613"
"tsugcana","24","8614"
"betualle","24","8615"
"pinustro","24","8616"
"acersacc","24","8617"
"picerube","24","8618"
"fagugran","24","8619"
"fraxamer","24","8620"
"acerrubr","25","8621"
"tsugcana","25","8622"
"betualle","25","8623"
"pinustro","25","8624"
"acersacc","25","8625"
"picerube","25","8626"
"fagugran","25","8627"
"fraxamer","25","8628"
"acerrubr","26","8629"
"tsugcana","26","8630"
"betualle","26","8631"
"pinustro","26","8632"
"acersacc","26","8633"
"picerube","26","8634"
"fagugran","26","8635"
"fraxamer","26","8636"
"acerrubr","27","8637"
"tsugcana","27","8638"
"betualle","27","8639"
"pinustro","27","8640"
"acersacc","27","8641"
"picerube","27","8642"
"fagugran","27","8643"
"fraxamer","27","8644"
"acerrubr","28","8645"
"tsugcana","28","8646"
"betualle","28","8647"
"pinustro","28","8648"
"acersacc","28","8649"
"picerube","28","8650"
"fagugran","28","8651"
"fraxamer","28","8652"
"acerrubr","29","8653"
"tsugcana","29","8654"
"betualle","29","8655"
"pinustro","29","8656"
"acersacc","29","8657"
"picerube","29","8658"
"fagugran","29","8659"
"fraxamer","29","8660"
"acerrubr","30","8661"
"tsugcana","30","8662"
"betualle","30","8663"
"pinustro","30","8664"
"acersacc","30","8665"
"picerube","30","8666"
"fagugran","30","8667"
"fraxamer","30","8668"
"acerrubr","31","8669"
"tsugcana","31","8670"
"betualle","31","8671"
"pinustro","31","8672"
"acersacc","31","8673"
"picerube","31","8674"
"fagugran","31","8675"
"fraxamer","31","8676"
"acerrubr","32","8677"
"tsugcana","32","8678"
"betualle","32","8679"
"pinustro","32","8680"
"acersacc","32","8681"
"picerube","32","8682"
"fagugran","32","8683"
"fraxamer","32","8684"
"acerrubr","33","8685"
"tsugcana","33","8686"
"betualle","33","8687"
"pinustro","33","8688"
"acersacc","33","8689"
"picerube","33","8690"
"fagugran","33","8691"
"fraxamer","33","8692"
"acerrubr","34","8693"
"tsugcana","34","8694"
"betualle","34","8695"
"pinustro","34","8696"
"acersacc","34","8697"
"picerube","34","8698"
"fagugran","34","8699"
"fraxamer","34","8700"
"acerrubr","1","8701"
"picerube","1","8702"
"betualle","1","8703"
"abiebals","1","8704"
"tsugcana","1","8705"
"acersacc","1","8706"
"acerrubr","2","8707"
"picerube","2","8708"
"betualle","2","8709"
"abiebals","2","8710"
"tsugcana","2","8711"
"acersacc","2","8712"
"acerrubr","3","8713"
"picerube","3","8714"
"betualle","3","8715"
"abiebals","3","8716"
"tsugcana","3","8717"
"acersacc","3","8718"
"acerrubr","4","8719"
"picerube","4","8720"
"betualle","4","8721"
"abiebals","4","8722"
"tsugcana","4","8723"
"acersacc","4","8724"
"acerrubr","5","8725"
"picerube","5","8726"
"betualle","5","8727"
"abiebals","5","8728"
"tsugcana","5","8729"
"acersacc","5","8730"
"acerrubr","6","8731"
"picerube","6","8732"
"betualle","6","8733"
"abiebals","6","8734"
"tsugcana","6","8735"
"acersacc","6","8736"
"acerrubr","7","8737"
"picerube","7","8738"
"betualle","7","8739"
"abiebals","7","8740"
"tsugcana","7","8741"
"acersacc","7","8742"
"acerrubr","8","8743"
"picerube","8","8744"
"betualle","8","8745"
"abiebals","8","8746"
"tsugcana","8","8747"
"acersacc","8","8748"
"acerrubr","9","8749"
"picerube","9","8750"
"betualle","9","8751"
"abiebals","9","8752"
"tsugcana","9","8753"
"acersacc","9","8754"
"acerrubr","10","8755"
"picerube","10","8756"
"betualle","10","8757"
"abiebals","10","8758"
"tsugcana","10","8759"
"acersacc","10","8760"
"acerrubr","11","8761"
"picerube","11","8762"
"betualle","11","8763"
"abiebals","11","8764"
"tsugcana","11","8765"
"acersacc","11","8766"
"acerrubr","12","8767"
"picerube","12","8768"
"betualle","12","8769"
"abiebals","12","8770"
"tsugcana","12","8771"
"acersacc","12","8772"
"acerrubr","13","8773"
"picerube","13","8774"
"betualle","13","8775"
"abiebals","13","8776"
"tsugcana","13","8777"
"acersacc","13","8778"
"acerrubr","14","8779"
"picerube","14","8780"
"betualle","14","8781"
"abiebals","14","8782"
"tsugcana","14","8783"
"acersacc","14","8784"
"acerrubr","15","8785"
"picerube","15","8786"
"betualle","15","8787"
"abiebals","15","8788"
"tsugcana","15","8789"
"acersacc","15","8790"
"acerrubr","16","8791"
"picerube","16","8792"
"betualle","16","8793"
"abiebals","16","8794"
"tsugcana","16","8795"
"acersacc","16","8796"
"acerrubr","17","8797"
"picerube","17","8798"
"betualle","17","8799"
"abiebals","17","8800"
"tsugcana","17","8801"
"acersacc","17","8802"
"acerrubr","18","8803"
"picerube","18","8804"
"betualle","18","8805"
"abiebals","18","8806"
"tsugcana","18","8807"
"acersacc","18","8808"
"acerrubr","19","8809"
"picerube","19","8810"
"betualle","19","8811"
"abiebals","19","8812"
"tsugcana","19","8813"
"acersacc","19","8814"
"acerrubr","20","8815"
"picerube","20","8816"
"betualle","20","8817"
"abiebals","20","8818"
"tsugcana","20","8819"
"acersacc","20","8820"
"acerrubr","21","8821"
"picerube","21","8822"
"betualle","21","8823"
"abiebals","21","8824"
"tsugcana","21","8825"
"acersacc","21","8826"
"acerrubr","22","8827"
"picerube","22","8828"
"betualle","22","8829"
"abiebals","22","8830"
"tsugcana","22","8831"
"acersacc","22","8832"
"acerrubr","23","8833"
"picerube","23","8834"
"betualle","23","8835"
"abiebals","23","8836"
"tsugcana","23","8837"
"acersacc","23","8838"
"acerrubr","24","8839"
"picerube","24","8840"
"betualle","24","8841"
"abiebals","24","8842"
"tsugcana","24","8843"
"acersacc","24","8844"
"acerrubr","25","8845"
"picerube","25","8846"
"betualle","25","8847"
"abiebals","25","8848"
"tsugcana","25","8849"
"acersacc","25","8850"
"acerrubr","26","8851"
"picerube","26","8852"
"betualle","26","8853"
"abiebals","26","8854"
"tsugcana","26","8855"
"acersacc","26","8856"
"acerrubr","27","8857"
"picerube","27","8858"
"betualle","27","8859"
"abiebals","27","8860"
"tsugcana","27","8861"
"acersacc","27","8862"
"acerrubr","28","8863"
"picerube","28","8864"
"betualle","28","8865"
"abiebals","28","8866"
"tsugcana","28","8867"
"acersacc","28","8868"
"acerrubr","29","8869"
"picerube","29","8870"
"betualle","29","8871"
"abiebals","29","8872"
"tsugcana","29","8873"
"acersacc","29","8874"
"acerrubr","30","8875"
"picerube","30","8876"
"betualle","30","8877"
"abiebals","30","8878"
"tsugcana","30","8879"
"acersacc","30","8880"
"acerrubr","31","8881"
"picerube","31","8882"
"betualle","31","8883"
"abiebals","31","8884"
"tsugcana","31","8885"
"acersacc","31","8886"
"acerrubr","32","8887"
"picerube","32","8888"
"betualle","32","8889"
"abiebals","32","8890"
"tsugcana","32","8891"
"acersacc","32","8892"
"acerrubr","33","8893"
"picerube","33","8894"
"betualle","33","8895"
"abiebals","33","8896"
"tsugcana","33","8897"
"acersacc","33","8898"
"acerrubr","34","8899"
"picerube","34","8900"
"betualle","34","8901"
"abiebals","34","8902"
"tsugcana","34","8903"
"acersacc","34","8904"
"acersacc","1","8905"
"fagugran","1","8906"
"betualle","1","8907"
"acerrubr","1","8908"
"acersacc","2","8909"
"fagugran","2","8910"
"betualle","2","8911"
"acerrubr","2","8912"
"acersacc","3","8913"
"fagugran","3","8914"
"betualle","3","8915"
"acerrubr","3","8916"
"acersacc","4","8917"
"fagugran","4","8918"
"betualle","4","8919"
"acerrubr","4","8920"
"acersacc","5","8921"
"fagugran","5","8922"
"betualle","5","8923"
"acerrubr","5","8924"
"acersacc","6","8925"
"fagugran","6","8926"
"betualle","6","8927"
"acerrubr","6","8928"
"acersacc","7","8929"
"fagugran","7","8930"
"betualle","7","8931"
"acerrubr","7","8932"
"acersacc","8","8933"
"fagugran","8","8934"
"betualle","8","8935"
"acerrubr","8","8936"
"acersacc","9","8937"
"fagugran","9","8938"
"betualle","9","8939"
"acerrubr","9","8940"
"acersacc","10","8941"
"fagugran","10","8942"
"betualle","10","8943"
"acerrubr","10","8944"
"acersacc","11","8945"
"fagugran","11","8946"
"betualle","11","8947"
"acerrubr","11","8948"
"acersacc","12","8949"
"fagugran","12","8950"
"betualle","12","8951"
"acerrubr","12","8952"
"acersacc","13","8953"
"fagugran","13","8954"
"betualle","13","8955"
"acerrubr","13","8956"
"acersacc","14","8957"
"fagugran","14","8958"
"betualle","14","8959"
"acerrubr","14","8960"
"acersacc","15","8961"
"fagugran","15","8962"
"betualle","15","8963"
"acerrubr","15","8964"
"acersacc","16","8965"
"fagugran","16","8966"
"betualle","16","8967"
"acerrubr","16","8968"
"acersacc","17","8969"
"fagugran","17","8970"
"betualle","17","8971"
"acerrubr","17","8972"
"acersacc","18","8973"
"fagugran","18","8974"
"betualle","18","8975"
"acerrubr","18","8976"
"acersacc","19","8977"
"fagugran","19","8978"
"betualle","19","8979"
"acerrubr","19","8980"
"acersacc","20","8981"
"fagugran","20","8982"
"betualle","20","8983"
"acerrubr","20","8984"
"acersacc","21","8985"
"fagugran","21","8986"
"betualle","21","8987"
"acerrubr","21","8988"
"acersacc","22","8989"
"fagugran","22","8990"
"betualle","22","8991"
"acerrubr","22","8992"
"acersacc","23","8993"
"fagugran","23","8994"
"betualle","23","8995"
"acerrubr","23","8996"
"acersacc","24","8997"
"fagugran","24","8998"
"betualle","24","8999"
"acerrubr","24","9000"
"acersacc","25","9001"
"fagugran","25","9002"
"betualle","25","9003"
"acerrubr","25","9004"
"acersacc","26","9005"
"fagugran","26","9006"
"betualle","26","9007"
"acerrubr","26","9008"
"acersacc","27","9009"
"fagugran","27","9010"
"betualle","27","9011"
"acerrubr","27","9012"
"acersacc","28","9013"
"fagugran","28","9014"
"betualle","28","9015"
"acerrubr","28","9016"
"acersacc","29","9017"
"fagugran","29","9018"
"betualle","29","9019"
"acerrubr","29","9020"
"acersacc","30","9021"
"fagugran","30","9022"
"betualle","30","9023"
"acerrubr","30","9024"
"acersacc","31","9025"
"fagugran","31","9026"
"betualle","31","9027"
"acerrubr","31","9028"
"acersacc","32","9029"
"fagugran","32","9030"
"betualle","32","9031"
"acerrubr","32","9032"
"acersacc","33","9033"
"fagugran","33","9034"
"betualle","33","9035"
"acerrubr","33","9036"
"acersacc","34","9037"
"fagugran","34","9038"
"betualle","34","9039"
"acerrubr","34","9040"
"acerrubr","1","9041"
"acersacc","1","9042"
"betualle","1","9043"
"fagugran","1","9044"
"picerube","1","9045"
"betupapy","1","9046"
"acerpens","1","9047"
"acerrubr","2","9048"
"acersacc","2","9049"
"betualle","2","9050"
"fagugran","2","9051"
"picerube","2","9052"
"betupapy","2","9053"
"acerpens","2","9054"
"acerrubr","3","9055"
"acersacc","3","9056"
"betualle","3","9057"
"fagugran","3","9058"
"picerube","3","9059"
"betupapy","3","9060"
"acerpens","3","9061"
"acerrubr","4","9062"
"acersacc","4","9063"
"betualle","4","9064"
"fagugran","4","9065"
"picerube","4","9066"
"betupapy","4","9067"
"acerpens","4","9068"
"acerrubr","5","9069"
"acersacc","5","9070"
"betualle","5","9071"
"fagugran","5","9072"
"picerube","5","9073"
"betupapy","5","9074"
"acerpens","5","9075"
"acerrubr","6","9076"
"acersacc","6","9077"
"betualle","6","9078"
"fagugran","6","9079"
"picerube","6","9080"
"betupapy","6","9081"
"acerpens","6","9082"
"acerrubr","7","9083"
"acersacc","7","9084"
"betualle","7","9085"
"fagugran","7","9086"
"picerube","7","9087"
"betupapy","7","9088"
"acerpens","7","9089"
"acerrubr","8","9090"
"acersacc","8","9091"
"betualle","8","9092"
"fagugran","8","9093"
"picerube","8","9094"
"betupapy","8","9095"
"acerpens","8","9096"
"acerrubr","9","9097"
"acersacc","9","9098"
"betualle","9","9099"
"fagugran","9","9100"
"picerube","9","9101"
"betupapy","9","9102"
"acerpens","9","9103"
"acerrubr","10","9104"
"acersacc","10","9105"
"betualle","10","9106"
"fagugran","10","9107"
"picerube","10","9108"
"betupapy","10","9109"
"acerpens","10","9110"
"acerrubr","11","9111"
"acersacc","11","9112"
"betualle","11","9113"
"fagugran","11","9114"
"picerube","11","9115"
"betupapy","11","9116"
"acerpens","11","9117"
"acerrubr","12","9118"
"acersacc","12","9119"
"betualle","12","9120"
"fagugran","12","9121"
"picerube","12","9122"
"betupapy","12","9123"
"acerpens","12","9124"
"acerrubr","13","9125"
"acersacc","13","9126"
"betualle","13","9127"
"fagugran","13","9128"
"picerube","13","9129"
"betupapy","13","9130"
"acerpens","13","9131"
"acerrubr","14","9132"
"acersacc","14","9133"
"betualle","14","9134"
"fagugran","14","9135"
"picerube","14","9136"
"betupapy","14","9137"
"acerpens","14","9138"
"acerrubr","15","9139"
"acersacc","15","9140"
"betualle","15","9141"
"fagugran","15","9142"
"picerube","15","9143"
"betupapy","15","9144"
"acerpens","15","9145"
"acerrubr","16","9146"
"acersacc","16","9147"
"betualle","16","9148"
"fagugran","16","9149"
"picerube","16","9150"
"betupapy","16","9151"
"acerpens","16","9152"
"acerrubr","17","9153"
"acersacc","17","9154"
"betualle","17","9155"
"fagugran","17","9156"
"picerube","17","9157"
"betupapy","17","9158"
"acerpens","17","9159"
"acerrubr","18","9160"
"acersacc","18","9161"
"betualle","18","9162"
"fagugran","18","9163"
"picerube","18","9164"
"betupapy","18","9165"
"acerpens","18","9166"
"acerrubr","19","9167"
"acersacc","19","9168"
"betualle","19","9169"
"fagugran","19","9170"
"picerube","19","9171"
"betupapy","19","9172"
"acerpens","19","9173"
"acerrubr","20","9174"
"acersacc","20","9175"
"betualle","20","9176"
"fagugran","20","9177"
"picerube","20","9178"
"betupapy","20","9179"
"acerpens","20","9180"
"acerrubr","21","9181"
"acersacc","21","9182"
"betualle","21","9183"
"fagugran","21","9184"
"picerube","21","9185"
"betupapy","21","9186"
"acerpens","21","9187"
"acerrubr","22","9188"
"acersacc","22","9189"
"betualle","22","9190"
"fagugran","22","9191"
"picerube","22","9192"
"betupapy","22","9193"
"acerpens","22","9194"
"acerrubr","23","9195"
"acersacc","23","9196"
"betualle","23","9197"
"fagugran","23","9198"
"picerube","23","9199"
"betupapy","23","9200"
"acerpens","23","9201"
"acerrubr","24","9202"
"acersacc","24","9203"
"betualle","24","9204"
"fagugran","24","9205"
"picerube","24","9206"
"betupapy","24","9207"
"acerpens","24","9208"
"acerrubr","25","9209"
"acersacc","25","9210"
"betualle","25","9211"
"fagugran","25","9212"
"picerube","25","9213"
"betupapy","25","9214"
"acerpens","25","9215"
"acerrubr","26","9216"
"acersacc","26","9217"
"betualle","26","9218"
"fagugran","26","9219"
"picerube","26","9220"
"betupapy","26","9221"
"acerpens","26","9222"
"acerrubr","27","9223"
"acersacc","27","9224"
"betualle","27","9225"
"fagugran","27","9226"
"picerube","27","9227"
"betupapy","27","9228"
"acerpens","27","9229"
"acerrubr","28","9230"
"acersacc","28","9231"
"betualle","28","9232"
"fagugran","28","9233"
"picerube","28","9234"
"betupapy","28","9235"
"acerpens","28","9236"
"acerrubr","29","9237"
"acersacc","29","9238"
"betualle","29","9239"
"fagugran","29","9240"
"picerube","29","9241"
"betupapy","29","9242"
"acerpens","29","9243"
"acerrubr","30","9244"
"acersacc","30","9245"
"betualle","30","9246"
"fagugran","30","9247"
"picerube","30","9248"
"betupapy","30","9249"
"acerpens","30","9250"
"acerrubr","31","9251"
"acersacc","31","9252"
"betualle","31","9253"
"fagugran","31","9254"
"picerube","31","9255"
"betupapy","31","9256"
"acerpens","31","9257"
"acerrubr","32","9258"
"acersacc","32","9259"
"betualle","32","9260"
"fagugran","32","9261"
"picerube","32","9262"
"betupapy","32","9263"
"acerpens","32","9264"
"acerrubr","33","9265"
"acersacc","33","9266"
"betualle","33","9267"
"fagugran","33","9268"
"picerube","33","9269"
"betupapy","33","9270"
"acerpens","33","9271"
"acerrubr","34","9272"
"acersacc","34","9273"
"betualle","34","9274"
"fagugran","34","9275"
"picerube","34","9276"
"betupapy","34","9277"
"acerpens","34","9278"
"betualle","1","9279"
"acersacc","1","9280"
"acerrubr","1","9281"
"picerube","1","9282"
"fagugran","1","9283"
"prunpens","1","9284"
"betualle","2","9285"
"acersacc","2","9286"
"acerrubr","2","9287"
"picerube","2","9288"
"fagugran","2","9289"
"prunpens","2","9290"
"betualle","3","9291"
"acersacc","3","9292"
"acerrubr","3","9293"
"picerube","3","9294"
"fagugran","3","9295"
"prunpens","3","9296"
"betualle","4","9297"
"acersacc","4","9298"
"acerrubr","4","9299"
"picerube","4","9300"
"fagugran","4","9301"
"prunpens","4","9302"
"betualle","5","9303"
"acersacc","5","9304"
"acerrubr","5","9305"
"picerube","5","9306"
"fagugran","5","9307"
"prunpens","5","9308"
"betualle","6","9309"
"acersacc","6","9310"
"acerrubr","6","9311"
"picerube","6","9312"
"fagugran","6","9313"
"prunpens","6","9314"
"betualle","7","9315"
"acersacc","7","9316"
"acerrubr","7","9317"
"picerube","7","9318"
"fagugran","7","9319"
"prunpens","7","9320"
"betualle","8","9321"
"acersacc","8","9322"
"acerrubr","8","9323"
"picerube","8","9324"
"fagugran","8","9325"
"prunpens","8","9326"
"betualle","9","9327"
"acersacc","9","9328"
"acerrubr","9","9329"
"picerube","9","9330"
"fagugran","9","9331"
"prunpens","9","9332"
"betualle","10","9333"
"acersacc","10","9334"
"acerrubr","10","9335"
"picerube","10","9336"
"fagugran","10","9337"
"prunpens","10","9338"
"betualle","11","9339"
"acersacc","11","9340"
"acerrubr","11","9341"
"picerube","11","9342"
"fagugran","11","9343"
"prunpens","11","9344"
"betualle","12","9345"
"acersacc","12","9346"
"acerrubr","12","9347"
"picerube","12","9348"
"fagugran","12","9349"
"prunpens","12","9350"
"betualle","13","9351"
"acersacc","13","9352"
"acerrubr","13","9353"
"picerube","13","9354"
"fagugran","13","9355"
"prunpens","13","9356"
"betualle","14","9357"
"acersacc","14","9358"
"acerrubr","14","9359"
"picerube","14","9360"
"fagugran","14","9361"
"prunpens","14","9362"
"betualle","15","9363"
"acersacc","15","9364"
"acerrubr","15","9365"
"picerube","15","9366"
"fagugran","15","9367"
"prunpens","15","9368"
"betualle","16","9369"
"acersacc","16","9370"
"acerrubr","16","9371"
"picerube","16","9372"
"fagugran","16","9373"
"prunpens","16","9374"
"betualle","17","9375"
"acersacc","17","9376"
"acerrubr","17","9377"
"picerube","17","9378"
"fagugran","17","9379"
"prunpens","17","9380"
"betualle","18","9381"
"acersacc","18","9382"
"acerrubr","18","9383"
"picerube","18","9384"
"fagugran","18","9385"
"prunpens","18","9386"
"betualle","19","9387"
"acersacc","19","9388"
"acerrubr","19","9389"
"picerube","19","9390"
"fagugran","19","9391"
"prunpens","19","9392"
"betualle","20","9393"
"acersacc","20","9394"
"acerrubr","20","9395"
"picerube","20","9396"
"fagugran","20","9397"
"prunpens","20","9398"
"betualle","21","9399"
"acersacc","21","9400"
"acerrubr","21","9401"
"picerube","21","9402"
"fagugran","21","9403"
"prunpens","21","9404"
"betualle","22","9405"
"acersacc","22","9406"
"acerrubr","22","9407"
"picerube","22","9408"
"fagugran","22","9409"
"prunpens","22","9410"
"betualle","23","9411"
"acersacc","23","9412"
"acerrubr","23","9413"
"picerube","23","9414"
"fagugran","23","9415"
"prunpens","23","9416"
"betualle","24","9417"
"acersacc","24","9418"
"acerrubr","24","9419"
"picerube","24","9420"
"fagugran","24","9421"
"prunpens","24","9422"
"betualle","25","9423"
"acersacc","25","9424"
"acerrubr","25","9425"
"picerube","25","9426"
"fagugran","25","9427"
"prunpens","25","9428"
"betualle","26","9429"
"acersacc","26","9430"
"acerrubr","26","9431"
"picerube","26","9432"
"fagugran","26","9433"
"prunpens","26","9434"
"betualle","27","9435"
"acersacc","27","9436"
"acerrubr","27","9437"
"picerube","27","9438"
"fagugran","27","9439"
"prunpens","27","9440"
"betualle","28","9441"
"acersacc","28","9442"
"acerrubr","28","9443"
"picerube","28","9444"
"fagugran","28","9445"
"prunpens","28","9446"
"betualle","29","9447"
"acersacc","29","9448"
"acerrubr","29","9449"
"picerube","29","9450"
"fagugran","29","9451"
"prunpens","29","9452"
"betualle","30","9453"
"acersacc","30","9454"
"acerrubr","30","9455"
"picerube","30","9456"
"fagugran","30","9457"
"prunpens","30","9458"
"betualle","31","9459"
"acersacc","31","9460"
"acerrubr","31","9461"
"picerube","31","9462"
"fagugran","31","9463"
"prunpens","31","9464"
"betualle","32","9465"
"acersacc","32","9466"
"acerrubr","32","9467"
"picerube","32","9468"
"fagugran","32","9469"
"prunpens","32","9470"
"betualle","33","9471"
"acersacc","33","9472"
"acerrubr","33","9473"
"picerube","33","9474"
"fagugran","33","9475"
"prunpens","33","9476"
"betualle","34","9477"
"acersacc","34","9478"
"acerrubr","34","9479"
"picerube","34","9480"
"fagugran","34","9481"
"prunpens","34","9482"
"acersacc","1","9483"
"fagugran","1","9484"
"betualle","1","9485"
"acerrubr","1","9486"
"acersacc","2","9487"
"fagugran","2","9488"
"betualle","2","9489"
"acerrubr","2","9490"
"acersacc","3","9491"
"fagugran","3","9492"
"betualle","3","9493"
"acerrubr","3","9494"
"acersacc","4","9495"
"fagugran","4","9496"
"betualle","4","9497"
"acerrubr","4","9498"
"acersacc","5","9499"
"fagugran","5","9500"
"betualle","5","9501"
"acerrubr","5","9502"
"acersacc","6","9503"
"fagugran","6","9504"
"betualle","6","9505"
"acerrubr","6","9506"
"acersacc","7","9507"
"fagugran","7","9508"
"betualle","7","9509"
"acerrubr","7","9510"
"acersacc","8","9511"
"fagugran","8","9512"
"betualle","8","9513"
"acerrubr","8","9514"
"acersacc","9","9515"
"fagugran","9","9516"
"betualle","9","9517"
"acerrubr","9","9518"
"acersacc","10","9519"
"fagugran","10","9520"
"betualle","10","9521"
"acerrubr","10","9522"
"acersacc","11","9523"
"fagugran","11","9524"
"betualle","11","9525"
"acerrubr","11","9526"
"acersacc","12","9527"
"fagugran","12","9528"
"betualle","12","9529"
"acerrubr","12","9530"
"acersacc","13","9531"
"fagugran","13","9532"
"betualle","13","9533"
"acerrubr","13","9534"
"acersacc","14","9535"
"fagugran","14","9536"
"betualle","14","9537"
"acerrubr","14","9538"
"acersacc","15","9539"
"fagugran","15","9540"
"betualle","15","9541"
"acerrubr","15","9542"
"acersacc","16","9543"
"fagugran","16","9544"
"betualle","16","9545"
"acerrubr","16","9546"
"acersacc","17","9547"
"fagugran","17","9548"
"betualle","17","9549"
"acerrubr","17","9550"
"acersacc","18","9551"
"fagugran","18","9552"
"betualle","18","9553"
"acerrubr","18","9554"
"acersacc","19","9555"
"fagugran","19","9556"
"betualle","19","9557"
"acerrubr","19","9558"
"acersacc","20","9559"
"fagugran","20","9560"
"betualle","20","9561"
"acerrubr","20","9562"
"acersacc","21","9563"
"fagugran","21","9564"
"betualle","21","9565"
"acerrubr","21","9566"
"acersacc","22","9567"
"fagugran","22","9568"
